INSERT INTO
bookhasauthor(isbn, authorId)
(1000003239,'20'),
(1000003240,'27'),
(1000003240,'8'),
(1000003241,'9'),
(1000003241,'21'),
(1000003242,'22'),
(1000003242,'30'),
(1000003243,'10'),
(1000003243,'28'),
(1000003244,'23'),
(1000003244,'11'),
(1000003245,'12'),
(1000003246,'29'),
(1000003247,'13'),
(1000003248,'14'),
(1000003248,'15'),
(1000003248,'24'),
(1000003249,'25'),
(1000003249,'1'),
(1000003249,'2'),
(1000003250,'26'),
(1000003251,'16'),
(1000003251,'17'),
(1000003251,'3'),
(1000003252,'4'),
(1000003252,'5'),
(1000003252,'18'),
(1000003253,'6'),
(1000003253,'7'),
(1000003254,'19'),
(1000003254,'20'),
(1000003254,'27'),
(1000003255,'8'),
(1000003255,'9'),
(1000003256,'21'),
(1000003256,'22'),
(1000003256,'30'),
(1000003257,'10'),
(1000003258,'28'),
(1000003258,'23'),
(1000003259,'11'),
(1000003259,'12'),
(1000003260,'29'),
(1000003260,'13'),
(1000003261,'14'),
(1000003261,'15'),
(1000003261,'24'),
(1000003262,'25'),
(1000003262,'1'),
(1000003263,'2'),
(1000003264,'26'),
(1000003264,'16'),
(1000003264,'17'),
(1000003265,'3'),
(1000003265,'4'),
(1000003266,'5'),
(1000003266,'18'),
(1000003267,'6'),
(1000003267,'7'),
(1000003268,'19'),
(1000003268,'20'),
(1000003268,'27'),
(1000003269,'8'),
(1000003269,'9'),
(1000003269,'21'),
(1000003270,'22'),
(1000003270,'30'),
(1000003271,'10'),
(1000003272,'28'),
(1000003272,'23'),
(1000003273,'11'),
(1000003273,'12'),
(1000003274,'29'),
(1000003274,'13'),
(1000003274,'14'),
(1000003275,'15'),
(1000003276,'24'),
(1000003276,'25'),
(1000003277,'1'),
(1000003277,'2'),
(1000003278,'26'),
(1000003279,'16'),
(1000003279,'17'),
(1000003280,'3'),
(1000003280,'4'),
(1000003280,'5'),
(1000003281,'18'),
(1000003281,'6'),
(1000003281,'7'),
(1000003282,'19'),
(1000003282,'20'),
(1000003283,'27'),
(1000003283,'8'),
(1000003284,'9'),
(1000003285,'21'),
(1000003285,'22'),
(1000003286,'30'),
(1000003287,'10'),
(1000003287,'28'),
(1000003288,'23'),
(1000003288,'11'),
(1000003289,'12'),
(1000003289,'29'),
(1000003289,'13'),
(1000003290,'14'),
(1000003290,'15'),
(1000003290,'24'),
(1000003291,'25'),
(1000003292,'1'),
(1000003293,'2'),
(1000003294,'26'),
(1000003294,'16'),
(1000003294,'17'),
(1000003295,'3'),
(1000003295,'4'),
(1000003295,'5'),
(1000003296,'18'),
(1000003296,'6'),
(1000003297,'7'),
(1000003298,'19'),
(1000003298,'20'),
(1000003298,'27'),
(1000003299,'8'),
(1000003299,'9'),
(1000003299,'21'),
(1000003300,'22'),
(1000003300,'30'),
(1000003301,'10'),
(1000003301,'28'),
(1000003302,'23'),
(1000003303,'11'),
(1000003303,'12'),
(1000003304,'29'),
(1000003304,'13'),
(1000003304,'14'),
(1000003305,'15'),
(1000003306,'24'),
(1000003306,'25'),
(1000003307,'1'),
(1000003307,'2'),
(1000003307,'26'),
(1000003308,'16'),
(1000003308,'17'),
(1000003309,'3'),
(1000003309,'4'),
(1000003310,'5'),
(1000003310,'18'),
(1000003310,'6'),
(1000003311,'7'),
(1000003311,'19'),
(1000003312,'20'),
(1000003312,'27'),
(1000003313,'8'),
(1000003313,'9'),
(1000003314,'21'),
(1000003314,'22'),
(1000003314,'30'),
(1000003315,'10'),
(1000003315,'28'),
(1000003316,'23'),
(1000003317,'11'),
(1000003318,'12'),
(1000003319,'29'),
(1000003320,'13'),
(1000003320,'14'),
(1000003321,'15'),
(1000003322,'24'),
(1000003323,'25'),
(1000003323,'1'),
(1000003324,'2'),
(1000003325,'26'),
(1000003325,'16'),
(1000003326,'17'),
(1000003326,'3'),
(1000003327,'4'),
(1000003328,'5'),
(1000003328,'18'),
(1000003328,'6'),
(1000003329,'7'),
(1000003329,'19'),
(1000003329,'20'),
(1000003330,'27'),
(1000003330,'8'),
(1000003331,'9'),
(1000003331,'21'),
(1000003332,'22'),
(1000003332,'30'),
(1000003333,'10'),
(1000003334,'28'),
(1000003334,'23'),
(1000003334,'11'),
(1000003335,'12'),
(1000003336,'29'),
(1000003337,'13'),
(1000003337,'14'),
(1000003338,'15'),
(1000003338,'24'),
(1000003339,'25'),
(1000003339,'1'),
(1000003340,'2'),
(1000003340,'26'),
(1000003341,'16'),
(1000003341,'17'),
(1000003342,'3'),
(1000003343,'4'),
(1000003343,'5'),
(1000003344,'18'),
(1000003345,'6'),
(1000003346,'7'),
(1000003346,'19'),
(1000003347,'20'),
(1000003347,'27'),
(1000003347,'8'),
(1000003348,'9'),
(1000003349,'21'),
(1000003350,'22'),
(1000003350,'30'),
(1000003351,'10'),
(1000003352,'28'),
(1000003352,'23'),
(1000003353,'11'),
(1000003354,'12'),
(1000003354,'29'),
(1000003355,'13'),
(1000003356,'14'),
(1000003356,'15'),
(1000003356,'24'),
(1000003357,'25'),
(1000003357,'1'),
(1000003358,'2'),
(1000003359,'26'),
(1000003360,'16'),
(1000003360,'17'),
(1000003360,'3'),
(1000003361,'4'),
(1000003361,'5'),
(1000003362,'18'),
(1000003362,'6'),
(1000003363,'7'),
(1000003363,'19'),
(1000003363,'20'),
(1000003364,'27'),
(1000003364,'8'),
(1000003364,'9'),
(1000003365,'21'),
(1000003366,'22'),
(1000003366,'30'),
(1000003367,'10'),
(1000003368,'28'),
(1000003368,'23'),
(1000003368,'11'),
(1000003369,'12'),
(1000003370,'29'),
(1000003370,'13'),
(1000003371,'14'),
(1000003371,'15'),
(1000003372,'24'),
(1000003372,'25'),
(1000003372,'1'),
(1000003373,'2'),
(1000003373,'26'),
(1000003373,'16'),
(1000003374,'17'),
(1000003375,'3'),
(1000003376,'4'),
(1000003376,'5'),
(1000003376,'18'),
(1000003377,'6'),
(1000003377,'7'),
(1000003378,'19'),
(1000003378,'20'),
(1000003378,'27'),
(1000003379,'8'),
(1000003379,'9'),
(1000003379,'21'),
(1000003380,'22'),
(1000003380,'30'),
(1000003380,'10'),
(1000003381,'28'),
(1000003381,'23'),
(1000003381,'11'),
(1000003382,'12'),
(1000003383,'29'),
(1000003383,'13'),
(1000003383,'14'),
(1000003384,'15'),
(1000003384,'24'),
(1000003385,'25'),
(1000003385,'1'),
(1000003386,'2'),
(1000003386,'26'),
(1000003387,'16'),
(1000003387,'17'),
(1000003388,'3'),
(1000003388,'4'),
(1000003388,'5'),
(1000003389,'18'),
(1000003389,'6'),
(1000003390,'7'),
(1000003391,'19'),
(1000003391,'20'),
(1000003391,'27'),
(1000003392,'8'),
(1000003392,'9'),
(1000003393,'21'),
(1000003393,'22'),
(1000003393,'30'),
(1000003394,'10'),
(1000003395,'28'),
(1000003396,'23'),
(1000003397,'11'),
(1000003397,'12'),
(1000003398,'29'),
(1000003398,'13'),
(1000003399,'14'),
(1000003399,'15'),
(1000003399,'24'),
(1000003400,'25'),
(1000003400,'1'),
(1000003400,'2'),
(1000003401,'26'),
(1000003401,'16'),
(1000003401,'17'),
(1000003402,'3'),
(1000003402,'4'),
(1000003403,'5'),
(1000003403,'18'),
(1000003404,'6'),
(1000003404,'7'),
(1000003405,'19'),
(1000003405,'20'),
(1000003405,'27'),
(1000003406,'8'),
(1000003406,'9'),
(1000003407,'21'),
(1000003407,'22'),
(1000003408,'30'),
(1000003409,'10'),
(1000003410,'28'),
(1000003410,'23'),
(1000003411,'11'),
(1000003411,'12'),
(1000003412,'29'),
(1000003412,'13'),
(1000003412,'14'),
(1000003413,'15'),
(1000003413,'24'),
(1000003414,'25'),
(1000003415,'1'),
(1000003415,'2'),
(1000003416,'26'),
(1000003417,'16'),
(1000003417,'17'),
(1000003418,'3'),
(1000003418,'4'),
(1000003419,'5'),
(1000003419,'18'),
(1000003419,'6'),
(1000003420,'7'),
(1000003421,'19'),
(1000003421,'20'),
(1000003422,'27'),
(1000003422,'8'),
(1000003422,'9'),
(1000003423,'21'),
(1000003424,'22'),
(1000003424,'30'),
(1000003424,'10'),
(1000003425,'28'),
(1000003426,'23'),
(1000003426,'11'),
(1000003427,'12'),
(1000003427,'29'),
(1000003427,'13'),
(1000003428,'14'),
(1000003429,'15'),
(1000003429,'24'),
(1000003429,'25'),
(1000003430,'1'),
(1000003431,'2'),
(1000003432,'26'),
(1000003433,'16'),
(1000003433,'17'),
(1000003434,'3'),
(1000003435,'4'),
(1000003435,'5'),
(1000003436,'18'),
(1000003437,'6'),
(1000003438,'7'),
(1000003438,'19'),
(1000003438,'20'),
(1000003439,'27'),
(1000003439,'8'),
(1000003439,'9'),
(1000003440,'21'),
(1000003440,'22'),
(1000003440,'30'),
(1000003441,'10'),
(1000003442,'28'),
(1000003442,'23'),
(1000003442,'11'),
(1000003443,'12'),
(1000003443,'29'),
(1000003444,'13'),
(1000003445,'14'),
(1000003445,'15'),
(1000003446,'24'),
(1000003447,'25'),
(1000003447,'1'),
(1000003448,'2'),
(1000003449,'26'),
(1000003450,'16'),
(1000003450,'17'),
(1000003450,'3'),
(1000003451,'4'),
(1000003451,'5'),
(1000003451,'18'),
(1000003452,'6'),
(1000003452,'7'),
(1000003453,'19'),
(1000003454,'20'),
(1000003455,'27'),
(1000003455,'8'),
(1000003456,'9'),
(1000003457,'21'),
(1000003458,'22'),
(1000003458,'30'),
(1000003458,'10'),
(1000003459,'28'),
(1000003459,'23'),
(1000003460,'11'),
(1000003461,'12'),
(1000003462,'29'),
(1000003462,'13'),
(1000003462,'14'),
(1000003463,'15'),
(1000003463,'24'),
(1000003463,'25'),
(1000003464,'1'),
(1000003464,'2'),
(1000003464,'26'),
(1000003465,'16'),
(1000003465,'17'),
(1000003465,'3'),
(1000003466,'4'),
(1000003466,'5'),
(1000003467,'18'),
(1000003467,'6'),
(1000003467,'7'),
(1000003468,'19'),
(1000003469,'20'),
(1000003470,'27'),
(1000003471,'8'),
(1000003472,'9'),
(1000003473,'21'),
(1000003473,'22'),
(1000003473,'30'),
(1000003474,'10'),
(1000003475,'28'),
(1000003475,'23'),
(1000003476,'11'),
(1000003476,'12'),
(1000003477,'29'),
(1000003478,'13'),
(1000003478,'14'),
(1000003479,'15'),
(1000003479,'24'),
(1000003479,'25'),
(1000003480,'1'),
(1000003480,'2'),
(1000003481,'26'),
(1000003482,'16'),
(1000003482,'17'),
(1000003482,'3'),
(1000003483,'4'),
(1000003484,'5'),
(1000003484,'18'),
(1000003485,'6'),
(1000003485,'7'),
(1000003485,'19'),
(1000003486,'20'),
(1000003487,'27'),
(1000003487,'8'),
(1000003488,'9'),
(1000003488,'21'),
(1000003488,'22'),
(1000003489,'30'),
(1000003489,'10'),
(1000003490,'28'),
(1000003490,'23'),
(1000003491,'11'),
(1000003491,'12'),
(1000003491,'29'),
(1000003492,'13'),
(1000003493,'14'),
(1000003493,'15'),
(1000003494,'24'),
(1000003495,'25'),
(1000003495,'1'),
(1000003496,'2'),
(1000003496,'26'),
(1000003497,'16'),
(1000003498,'17'),
(1000003498,'3'),
(1000003498,'4'),
(1000003499,'5'),
(1000003500,'18'),
(1000003501,'6'),
(1000003502,'7'),
(1000003502,'19'),
(1000003503,'20'),
(1000003503,'27'),
(1000003503,'8'),
(1000003504,'9'),
(1000003504,'21'),
(1000003504,'22'),
(1000003505,'30'),
(1000003505,'10'),
(1000003505,'28'),
(1000003506,'23'),
(1000003506,'11'),
(1000003507,'12'),
(1000003507,'29'),
(1000003508,'13'),
(1000003509,'14'),
(1000003509,'15'),
(1000003510,'24'),
(1000003510,'25'),
(1000003510,'1'),
(1000003511,'2'),
(1000003511,'26'),
(1000003512,'16'),
(1000003512,'17'),
(1000003513,'3'),
(1000003513,'4'),
(1000003514,'5'),
(1000003514,'18'),
(1000003515,'6'),
(1000003515,'7'),
(1000003515,'19'),
(1000003516,'20'),
(1000003517,'27'),
(1000003518,'8'),
(1000003518,'9'),
(1000003519,'21'),
(1000003519,'22'),
(1000003519,'30'),
(1000003520,'10'),
(1000003521,'28'),
(1000003522,'23'),
(1000003522,'11'),
(1000003522,'12'),
(1000003523,'29'),
(1000003523,'13'),
(1000003523,'14'),
(1000003524,'15'),
(1000003524,'24'),
(1000003524,'25'),
(1000003525,'1'),
(1000003525,'2'),
(1000003526,'26'),
(1000003527,'16'),
(1000003527,'17'),
(1000003527,'3'),
(1000003528,'4'),
(1000003528,'5'),
(1000003529,'18'),
(1000003529,'6'),
(1000003530,'7'),
(1000003531,'19'),
(1000003531,'20'),
(1000003531,'27'),
(1000003532,'8'),
(1000003532,'9'),
(1000003533,'21'),
(1000003533,'22'),
(1000003533,'30'),
(1000003534,'10'),
(1000003534,'28'),
(1000003535,'23'),
(1000003535,'11'),
(1000003536,'12'),
(1000003536,'29'),
(1000003536,'13'),
(1000003537,'14'),
(1000003538,'15'),
(1000003538,'24'),
(1000003538,'25'),
(1000003539,'1'),
(1000003540,'2'),
(1000003540,'26'),
(1000003540,'16'),
(1000003541,'17'),
(1000003542,'3'),
(1000003542,'4'),
(1000003542,'5'),
(1000003543,'18'),
(1000003544,'6'),
(1000003545,'7'),
(1000003545,'19'),
(1000003546,'20'),
(1000003546,'27'),
(1000003546,'8'),
(1000003547,'9'),
(1000003547,'21'),
(1000003548,'22'),
(1000003549,'30'),
(1000003549,'10'),
(1000003549,'28'),
(1000003550,'23'),
(1000003551,'11'),
(1000003552,'12'),
(1000003552,'29'),
(1000003553,'13'),
(1000003554,'14'),
(1000003555,'15'),
(1000003555,'24'),
(1000003556,'25'),
(1000003556,'1'),
(1000003556,'2'),
(1000003557,'26'),
(1000003557,'16'),
(1000003558,'17'),
(1000003558,'3'),
(1000003559,'4'),
(1000003559,'5'),
(1000003560,'18'),
(1000003561,'6'),
(1000003561,'7'),
(1000003561,'19'),
(1000003562,'20'),
(1000003562,'27'),
(1000003562,'8'),
(1000003563,'9'),
(1000003563,'21'),
(1000003564,'22'),
(1000003565,'30'),
(1000003565,'10'),
(1000003565,'28'),
(1000003566,'23'),
(1000003566,'11'),
(1000003567,'12'),
(1000003567,'29'),
(1000003568,'13'),
(1000003569,'14'),
(1000003569,'15'),
(1000003570,'24'),
(1000003570,'25'),
(1000003570,'1'),
(1000003571,'2'),
(1000003571,'26'),
(1000003572,'16'),
(1000003573,'17'),
(1000003573,'3'),
(1000003574,'4'),
(1000003575,'5'),
(1000003575,'18'),
(1000003576,'6'),
(1000003577,'7'),
(1000003577,'19'),
(1000003578,'20'),
(1000003578,'27'),
(1000003579,'8'),
(1000003579,'9'),
(1000003579,'21'),
(1000003580,'22'),
(1000003580,'30'),
(1000003581,'10'),
(1000003582,'28'),
(1000003582,'23'),
(1000003582,'11'),
(1000003583,'12'),
(1000003584,'29'),
(1000003584,'13'),
(1000003585,'14'),
(1000003586,'15'),
(1000003586,'24'),
(1000003587,'25'),
(1000003587,'1'),
(1000003588,'2'),
(1000003589,'26'),
(1000003590,'16'),
(1000003590,'17'),
(1000003591,'3'),
(1000003592,'4'),
(1000003592,'5'),
(1000003593,'18'),
(1000003593,'6'),
(1000003594,'7'),
(1000003595,'19'),
(1000003595,'20'),
(1000003595,'27'),
(1000003596,'8'),
(1000003596,'9'),
(1000003597,'21'),
(1000003597,'22'),
(1000003597,'30'),
(1000003598,'10'),
(1000003599,'28'),
(1000003600,'23'),
(1000003600,'11'),
(1000003600,'12'),
(1000003601,'29'),
(1000003601,'13'),
(1000003601,'14'),
(1000003602,'15'),
(1000003603,'24'),
(1000003603,'25'),
(1000003603,'1'),
(1000003604,'2'),
(1000003605,'26'),
(1000003605,'16'),
(1000003605,'17'),
(1000003606,'3'),
(1000003606,'4'),
(1000003606,'5'),
(1000003607,'18'),
(1000003607,'6'),
(1000003607,'7'),
(1000003608,'19'),
(1000003608,'20'),
(1000003609,'27'),
(1000003609,'8'),
(1000003610,'9'),
(1000003610,'21'),
(1000003610,'22'),
(1000003611,'30'),
(1000003611,'10'),
(1000003612,'28'),
(1000003613,'23'),
(1000003614,'11'),
(1000003614,'12'),
(1000003615,'29'),
(1000003616,'13'),
(1000003616,'14'),
(1000003616,'15'),
(1000003617,'24'),
(1000003617,'25'),
(1000003618,'1'),
(1000003619,'2'),
(1000003619,'26'),
(1000003620,'16'),
(1000003620,'17'),
(1000003621,'3'),
(1000003621,'4'),
(1000003621,'5'),
(1000003622,'18'),
(1000003622,'6'),
(1000003622,'7'),
(1000003623,'19'),
(1000003623,'20'),
(1000003623,'27'),
(1000003624,'8'),
(1000003625,'9'),
(1000003625,'21'),
(1000003625,'22'),
(1000003626,'30'),
(1000003626,'10'),
(1000003627,'28'),
(1000003627,'23'),
(1000003627,'11'),
(1000003628,'12'),
(1000003628,'29'),
(1000003629,'13'),
(1000003629,'14'),
(1000003630,'15'),
(1000003631,'24'),
(1000003631,'25'),
(1000003631,'1'),
(1000003632,'2'),
(1000003632,'26'),
(1000003632,'16'),
(1000003633,'17'),
(1000003634,'3'),
(1000003634,'4'),
(1000003635,'5'),
(1000003636,'18'),
(1000003636,'6'),
(1000003637,'7'),
(1000003638,'19'),
(1000003638,'20'),
(1000003638,'27'),
(1000003639,'8'),
(1000003640,'9'),
(1000003641,'21'),
(1000003641,'22'),
(1000003642,'30'),
(1000003642,'10'),
(1000003642,'28'),
(1000003643,'23'),
(1000003643,'11'),
(1000003644,'12'),
(1000003644,'29'),
(1000003644,'13'),
(1000003645,'14'),
(1000003645,'15'),
(1000003645,'24'),
(1000003646,'25'),
(1000003647,'1'),
(1000003647,'2'),
(1000003647,'26'),
(1000003648,'16'),
(1000003648,'17'),
(1000003648,'3'),
(1000003649,'4'),
(1000003649,'5'),
(1000003650,'18'),
(1000003650,'6'),
(1000003651,'7'),
(1000003652,'19'),
(1000003653,'20'),
(1000003653,'27'),
(1000003654,'8'),
(1000003654,'9'),
(1000003655,'21'),
(1000003655,'22'),
(1000003655,'30'),
(1000003656,'10'),
(1000003656,'28'),
(1000003656,'23'),
(1000003657,'11'),
(1000003657,'12'),
(1000003657,'29'),
(1000003658,'13'),
(1000003658,'14'),
(1000003659,'15'),
(1000003660,'24'),
(1000003661,'25'),
(1000003661,'1'),
(1000003661,'2'),
(1000003662,'26'),
(1000003663,'16'),
(1000003664,'17'),
(1000003664,'3'),
(1000003665,'4'),
(1000003666,'5'),
(1000003666,'18'),
(1000003667,'6'),
(1000003668,'7'),
(1000003668,'19'),
(1000003668,'20'),
(1000003669,'27'),
(1000003669,'8'),
(1000003670,'9'),
(1000003670,'21'),
(1000003670,'22'),
(1000003671,'30'),
(1000003671,'10'),
(1000003671,'28'),
(1000003672,'23'),
(1000003673,'11'),
(1000003673,'12'),
(1000003673,'29'),
(1000003674,'13'),
(1000003674,'14'),
(1000003675,'15'),
(1000003675,'24'),
(1000003676,'25'),
(1000003676,'1'),
(1000003677,'2'),
(1000003677,'26'),
(1000003677,'16'),
(1000003678,'17'),
(1000003678,'3'),
(1000003678,'4'),
(1000003679,'5'),
(1000003680,'18'),
(1000003680,'6'),
(1000003681,'7'),
(1000003681,'19'),
(1000003682,'20'),
(1000003682,'27'),
(1000003682,'8'),
(1000003683,'9'),
(1000003683,'21'),
(1000003683,'22'),
(1000003684,'30'),
(1000003685,'10'),
(1000003686,'28'),
(1000003686,'23'),
(1000003686,'11'),
(1000003687,'12'),
(1000003688,'29'),
(1000003688,'13'),
(1000003688,'14'),
(1000003689,'15'),
(1000003689,'24'),
(1000003690,'25'),
(1000003690,'1'),
(1000003691,'2'),
(1000003691,'26'),
(1000003692,'16'),
(1000003692,'17'),
(1000003693,'3'),
(1000003694,'4'),
(1000003694,'5'),
(1000003694,'18'),
(1000003695,'6'),
(1000003695,'7'),
(1000003695,'19'),
(1000003696,'20'),
(1000003696,'27'),
(1000003696,'8'),
(1000003697,'9'),
(1000003698,'21'),
(1000003698,'22'),
(1000003698,'30'),
(1000003699,'10'),
(1000003699,'28'),
(1000003699,'23'),
(1000003700,'11'),
(1000003700,'12'),
(1000003700,'29'),
(1000003701,'13'),
(1000003701,'14'),
(1000003701,'15'),
(1000003702,'24'),
(1000003703,'25'),
(1000003703,'1'),
(1000003704,'2'),
(1000003704,'26'),
(1000003704,'16'),
(1000003705,'17'),
(1000003705,'3'),
(1000003706,'4'),
(1000003707,'5'),
(1000003707,'18'),
(1000003708,'6'),
(1000003708,'7'),
(1000003708,'19'),
(1000003709,'20'),
(1000003710,'27'),
(1000003710,'8'),
(1000003710,'9'),
(1000003711,'21'),
(1000003712,'22'),
(1000003713,'30'),
(1000003714,'10'),
(1000003715,'28'),
(1000003715,'23'),
(1000003715,'11'),
(1000003716,'12'),
(1000003717,'29'),
(1000003717,'13'),
(1000003717,'14'),
(1000003718,'15'),
(1000003718,'24'),
(1000003718,'25'),
(1000003719,'1'),
(1000003720,'2'),
(1000003721,'26'),
(1000003721,'16'),
(1000003722,'17'),
(1000003722,'3'),
(1000003723,'4'),
(1000003724,'5'),
(1000003724,'18'),
(1000003724,'6'),
(1000003725,'7'),
(1000003725,'19'),
(1000003726,'20'),
(1000003726,'27'),
(1000003726,'8'),
(1000003727,'9'),
(1000003728,'21'),
(1000003729,'22'),
(1000003729,'30'),
(1000003729,'10'),
(1000003730,'28'),
(1000003730,'23'),
(1000003730,'11'),
(1000003731,'12'),
(1000003731,'29'),
(1000003731,'13'),
(1000003732,'14'),
(1000003732,'15'),
(1000003732,'24'),
(1000003733,'25'),
(1000003733,'1'),
(1000003733,'2'),
(1000003734,'26'),
(1000003734,'16'),
(1000003735,'17'),
(1000003735,'3'),
(1000003735,'4'),
(1000003736,'5'),
(1000003737,'18'),
(1000003738,'6'),
(1000003738,'7'),
(1000003738,'19'),
(1000003739,'20'),
(1000003739,'27'),
(1000003740,'8'),
(1000003741,'9'),
(1000003742,'21'),
(1000003742,'22'),
(1000003743,'30'),
(1000003744,'10'),
(1000003745,'28'),
(1000003745,'23'),
(1000003745,'11'),
(1000003746,'12'),
(1000003746,'29'),
(1000003746,'13'),
(1000003747,'14'),
(1000003747,'15'),
(1000003748,'24'),
(1000003748,'25'),
(1000003749,'1'),
(1000003749,'2'),
(1000003749,'26'),
(1000003750,'16'),
(1000003751,'17'),
(1000003751,'3'),
(1000003752,'4'),
